pos,nombre_imagen,id_probeta
446,P7_C1_G80_Recorte_Recorte_A1_1.3.tiff,7
353,P7_C1_G80_Recorte_Recorte_B_2.1.tiff,7
106,P7_C1_G40_Recorte_Recorte_C_3.4.tiff,7
119,P7_C1_G40_Recorte_Recorte_B_2.5.tiff,7
560,P7_C2_G120_Recorte_Recorte_A1_1.3.tiff,7
299,P7_C1_G80_Recorte_Recorte_C_3.3.tiff,7
362,P7_C2_G80_Recorte_Recorte_B_2.6.tiff,7
419,P7_C2_G80_Recorte_Recorte_A2_1.1.tiff,7
537,P7_C1_G120_Recorte_Recorte_B_2.6.tiff,7
877,P7_C1_G180_Recorte_Recorte_A1_1.3.tiff,7
848,P7_C2_G180_Recorte_Recorte_C_3.1.tiff,7
561,P7_C2_G120_Recorte_Recorte_A2_1.3.tiff,7
837,P7_C1_G180_Recorte_Recorte_B_2.5.tiff,7
218,P7_C2_G40_Recorte_Recorte_B_2.4.tiff,7
245,P7_C2_G40_Recorte_Recorte_B_2.5.tiff,7
119,P7_C1_G40_Recorte_Recorte_B_2.5.tiff,7
888,P7_C2_G180_Recorte_Recorte_A1_1.2.tiff,7
619,P7_C2_G120_Recorte_Recorte_A2_1.4.tiff,7
682,P7_C1_G120_Recorte_Recorte_A2_1.1.tiff,7
597,P7_C2_G120_Recorte_Recorte_B_2.1.tiff,7
449,P7_C2_G80_Recorte_Recorte_A2_1.6.tiff,7
863,P7_C2_G180_Recorte_Recorte_C_3.6.tiff,7
563,P7_C1_G120_Recorte_Recorte_B_2.4.tiff,7
641,P7_C1_G120_Recorte_Recorte_A2_1.3.tiff,7
923,P7_C2_G180_Recorte_Recorte_A1_1.3.tiff,7
986,P7_C2_G180_Recorte_Recorte_A1_1.4.tiff,7
993,P7_C2_G180_Recorte_Recorte_A2_1.1.tiff,7
561,P7_C2_G120_Recorte_Recorte_A2_1.3.tiff,7
706,P7_C1_G120_Recorte_Recorte_A2_1.5.tiff,7
863,P7_C2_G180_Recorte_Recorte_C_3.6.tiff,7
156,P7_C1_G40_Recorte_Recorte_B_2.4.tiff,7
139,P7_C1_G40_Recorte_Recorte_C_3.5.tiff,7
818,P7_C1_G180_Recorte_Recorte_C_3.1.tiff,7
878,P7_C1_G180_Recorte_Recorte_A2_1.3.tiff,7
641,P7_C1_G120_Recorte_Recorte_A2_1.3.tiff,7
349,P7_C1_G80_Recorte_Recorte_A2_1.5.tiff,7
153,P7_C1_G40_Recorte_Recorte_B_2.1.tiff,7
894,P7_C1_G180_Recorte_Recorte_A1_1.5.tiff,7
670,P7_C1_G120_Recorte_Recorte_C_3.1.tiff,7
863,P7_C2_G180_Recorte_Recorte_C_3.6.tiff,7
720,P7_C2_G120_Recorte_Recorte_C_3.6.tiff,7
641,P7_C1_G120_Recorte_Recorte_A2_1.3.tiff,7
639,P7_C2_G120_Recorte_Recorte_A2_1.6.tiff,7
272,P7_C2_G80_Recorte_Recorte_C_3.6.tiff,7
119,P7_C1_G40_Recorte_Recorte_B_2.5.tiff,7
956,P7_C1_G180_Recorte_Recorte_A2_1.1.tiff,7
895,P7_C1_G180_Recorte_Recorte_A2_1.5.tiff,7
419,P7_C2_G80_Recorte_Recorte_A2_1.1.tiff,7
283,P7_C2_G80_Recorte_Recorte_C_3.1.tiff,7
175,P7_C2_G40_Recorte_Recorte_A1_1.1.tiff,7
597,P7_C2_G120_Recorte_Recorte_B_2.1.tiff,7
320,P7_C2_G80_Recorte_Recorte_C_3.2.tiff,7
563,P7_C1_G120_Recorte_Recorte_B_2.4.tiff,7
693,P7_C1_G120_Recorte_Recorte_C_3.2.tiff,7
147,P7_C2_G40_Recorte_Recorte_A2_1.4.tiff,7
170,P7_C2_G40_Recorte_Recorte_A2_1.5.tiff,7
187,P7_C2_G40_Recorte_Recorte_B_2.2.tiff,7
796,P7_C2_G180_Recorte_Recorte_C_3.3.tiff,7
904,P7_C2_G180_Recorte_Recorte_A1_1.5.tiff,7
825,P7_C1_G180_Recorte_Recorte_A2_1.2.tiff,7
147,P7_C2_G40_Recorte_Recorte_A2_1.4.tiff,7
640,P7_C1_G120_Recorte_Recorte_A1_1.3.tiff,7
218,P7_C2_G40_Recorte_Recorte_B_2.4.tiff,7
172,P7_C2_G40_Recorte_Recorte_C_3.1.tiff,7
902,P7_C1_G180_Recorte_Recorte_A1_1.4.tiff,7
138,P7_C2_G40_Recorte_Recorte_C_3.6.tiff,7
682,P7_C1_G120_Recorte_Recorte_A2_1.1.tiff,7
626,P7_C2_G120_Recorte_Recorte_A1_1.2.tiff,7
554,P7_C1_G120_Recorte_Recorte_B_2.5.tiff,7
618,P7_C2_G120_Recorte_Recorte_A1_1.4.tiff,7
238,P7_C2_G40_Recorte_Recorte_B_2.1.tiff,7
915,P7_C2_G180_Recorte_Recorte_B_2.1.tiff,7
627,P7_C2_G120_Recorte_Recorte_A2_1.2.tiff,7
706,P7_C1_G120_Recorte_Recorte_A2_1.5.tiff,7
907,P7_C1_G180_Recorte_Recorte_C_3.6.tiff,7
538,P7_C1_G120_Recorte_Recorte_B_2.1.tiff,7
349,P7_C1_G80_Recorte_Recorte_A2_1.5.tiff,7
458,P7_C1_G80_Recorte_Recorte_B_2.3.tiff,7
419,P7_C2_G80_Recorte_Recorte_A2_1.1.tiff,7
292,P7_C1_G80_Recorte_Recorte_C_3.4.tiff,7
605,P7_C2_G120_Recorte_Recorte_B_2.6.tiff,7
431,P7_C2_G80_Recorte_Recorte_B_2.4.tiff,7
106,P7_C1_G40_Recorte_Recorte_C_3.4.tiff,7
149,P7_C1_G40_Recorte_Recorte_A1_1.2.tiff,7
895,P7_C1_G180_Recorte_Recorte_A2_1.5.tiff,7
653,P7_C1_G120_Recorte_Recorte_A1_1.6.tiff,7
156,P7_C1_G40_Recorte_Recorte_B_2.4.tiff,7
290,P7_C1_G80_Recorte_Recorte_C_3.2.tiff,7
172,P7_C2_G40_Recorte_Recorte_C_3.1.tiff,7
589,P7_C1_G120_Recorte_Recorte_A2_1.2.tiff,7
889,P7_C2_G180_Recorte_Recorte_A2_1.2.tiff,7
631,P7_C1_G120_Recorte_Recorte_C_3.6.tiff,7
948,P7_C1_G180_Recorte_Recorte_A2_1.6.tiff,7
292,P7_C1_G80_Recorte_Recorte_C_3.4.tiff,7
386,P7_C2_G80_Recorte_Recorte_A2_1.5.tiff,7
283,P7_C2_G80_Recorte_Recorte_C_3.1.tiff,7
561,P7_C2_G120_Recorte_Recorte_A2_1.3.tiff,7
332,P7_C1_G80_Recorte_Recorte_C_3.1.tiff,7
877,P7_C1_G180_Recorte_Recorte_A1_1.3.tiff,7
888,P7_C2_G180_Recorte_Recorte_A1_1.2.tiff,7
249,P7_C1_G40_Recorte_Recorte_A2_1.1.tiff,7
126,P7_C2_G40_Recorte_Recorte_C_3.5.tiff,7
877,P7_C1_G180_Recorte_Recorte_A1_1.3.tiff,7
485,P7_C1_G80_Recorte_Recorte_A1_1.4.tiff,7
654,P7_C1_G120_Recorte_Recorte_A2_1.6.tiff,7
630,P7_C2_G120_Recorte_Recorte_B_2.5.tiff,7
654,P7_C1_G120_Recorte_Recorte_A2_1.6.tiff,7
825,P7_C1_G180_Recorte_Recorte_A2_1.2.tiff,7
299,P7_C1_G80_Recorte_Recorte_C_3.3.tiff,7
554,P7_C1_G120_Recorte_Recorte_B_2.5.tiff,7
349,P7_C1_G80_Recorte_Recorte_A2_1.5.tiff,7
706,P7_C1_G120_Recorte_Recorte_A2_1.5.tiff,7
750,P7_C2_G120_Recorte_Recorte_A1_1.1.tiff,7
883,P7_C1_G180_Recorte_Recorte_B_2.1.tiff,7
560,P7_C2_G120_Recorte_Recorte_A1_1.3.tiff,7
615,P7_C1_G120_Recorte_Recorte_C_3.3.tiff,7
705,P7_C1_G120_Recorte_Recorte_A1_1.5.tiff,7
106,P7_C1_G40_Recorte_Recorte_C_3.4.tiff,7
390,P7_C2_G80_Recorte_Recorte_C_3.3.tiff,7
682,P7_C1_G120_Recorte_Recorte_A2_1.1.tiff,7
892,P7_C1_G180_Recorte_Recorte_C_3.3.tiff,7
956,P7_C1_G180_Recorte_Recorte_A2_1.1.tiff,7
95,P7_C2_G40_Recorte_Recorte_A1_1.3.tiff,7
560,P7_C2_G120_Recorte_Recorte_A1_1.3.tiff,7
538,P7_C1_G120_Recorte_Recorte_B_2.1.tiff,7
923,P7_C2_G180_Recorte_Recorte_A1_1.3.tiff,7
106,P7_C1_G40_Recorte_Recorte_C_3.4.tiff,7
416,P7_C2_G80_Recorte_Recorte_A2_1.3.tiff,7
987,P7_C2_G180_Recorte_Recorte_A2_1.4.tiff,7
75,P7_C1_G40_Recorte_Recorte_C_3.2.tiff,7
903,P7_C1_G180_Recorte_Recorte_A2_1.4.tiff,7
683,P7_C2_G120_Recorte_Recorte_C_3.1.tiff,7
116,P7_C2_G40_Recorte_Recorte_A1_1.6.tiff,7
824,P7_C1_G180_Recorte_Recorte_A1_1.2.tiff,7
