pos,nombre_imagen,id_probeta
501,P5_C2_G80_Recorte_Recorte_A_1.3.tiff,5
229,P5_C1_G40_Recorte_Recorte_B_2.4.tiff,5
692,P5_C2_G120_Recorte_Recorte_A_1.4.tiff,5
581,P5_C2_G120_Recorte_Recorte_C_3.4.tiff,5
411,P5_C1_G80_Recorte_Recorte_C_3.3.tiff,5
721,P5_C1_G120_Recorte_Recorte_A_1.6.tiff,5
188,P5_C2_G40_Recorte_Recorte_C_3.3.tiff,5
990,P5_C2_G180_Recorte_Recorte_C_3.2.tiff,5
732,P5_C1_G120_Recorte_Recorte_A_1.3.tiff,5
179,P5_C1_G40_Recorte_Recorte_C_3.3.tiff,5
861,P5_C1_G180_Recorte_Recorte_B_2.2.tiff,5
217,P5_C2_G40_Recorte_Recorte_A_1.3.tiff,5
983,P5_C2_G180_Recorte_Recorte_C_3.1.tiff,5
815,P5_C1_G180_Recorte_Recorte_C_3.2.tiff,5
977,P5_C1_G180_Recorte_Recorte_A_1.5.tiff,5
657,P5_C1_G120_Recorte_Recorte_B_2.6.tiff,5
82,P5_C1_G40_Recorte_Recorte_A_1.6.tiff,5
675,P5_C1_G120_Recorte_Recorte_B_2.2.tiff,5
141,P5_C1_G40_Recorte_Recorte_C_3.5.tiff,5
173,P5_C1_G40_Recorte_Recorte_B_2.3.tiff,5
358,P5_C2_G80_Recorte_Recorte_B_2.3.tiff,5
239,P5_C2_G40_Recorte_Recorte_A_1.6.tiff,5
849,P5_C1_G180_Recorte_Recorte_B_2.3.tiff,5
143,P5_C2_G40_Recorte_Recorte_C_3.6.tiff,5
884,P5_C1_G180_Recorte_Recorte_A_1.6.tiff,5
454,P5_C1_G80_Recorte_Recorte_A_1.5.tiff,5
674,P5_C2_G120_Recorte_Recorte_C_3.1.tiff,5
228,P5_C1_G40_Recorte_Recorte_B_2.2.tiff,5
422,P5_C2_G80_Recorte_Recorte_C_3.4.tiff,5
573,P5_C1_G120_Recorte_Recorte_C_3.4.tiff,5
679,P5_C2_G120_Recorte_Recorte_B_2.5.tiff,5
994,P5_C2_G180_Recorte_Recorte_B_2.5.tiff,5
598,P5_C2_G120_Recorte_Recorte_C_3.5.tiff,5
440,P5_C1_G80_Recorte_Recorte_C_3.2.tiff,5
345,P5_C2_G80_Recorte_Recorte_C_3.1.tiff,5
838,P5_C1_G180_Recorte_Recorte_C_3.5.tiff,5
346,P5_C2_G80_Recorte_Recorte_C_3.2.tiff,5
953,P5_C2_G180_Recorte_Recorte_A_1.3.tiff,5
622,P5_C2_G120_Recorte_Recorte_B_2.2.tiff,5
185,P5_C2_G40_Recorte_Recorte_A_1.4.tiff,5
82,P5_C1_G40_Recorte_Recorte_A_1.6.tiff,5
721,P5_C1_G120_Recorte_Recorte_A_1.6.tiff,5
127,P5_C2_G40_Recorte_Recorte_B_2.1.tiff,5
1001,P5_C2_G180_Recorte_Recorte_A_1.6.tiff,5
251,P5_C1_G40_Recorte_Recorte_A_1.4.tiff,5
308,P5_C2_G80_Recorte_Recorte_B_2.5.tiff,5
434,P5_C2_G80_Recorte_Recorte_A_1.5.tiff,5
724,P5_C2_G120_Recorte_Recorte_B_2.6.tiff,5
657,P5_C1_G120_Recorte_Recorte_B_2.6.tiff,5
608,P5_C1_G120_Recorte_Recorte_B_2.1.tiff,5
675,P5_C1_G120_Recorte_Recorte_B_2.2.tiff,5
179,P5_C1_G40_Recorte_Recorte_C_3.3.tiff,5
209,P5_C1_G40_Recorte_Recorte_A_1.5.tiff,5
177,P5_C1_G40_Recorte_Recorte_C_3.2.tiff,5
1000,P5_C1_G180_Recorte_Recorte_A_1.4.tiff,5
434,P5_C2_G80_Recorte_Recorte_A_1.5.tiff,5
129,P5_C2_G40_Recorte_Recorte_B_2.6.tiff,5
980,P5_C2_G180_Recorte_Recorte_B_2.3.tiff,5
529,P5_C1_G120_Recorte_Recorte_C_3.2.tiff,5
838,P5_C1_G180_Recorte_Recorte_C_3.5.tiff,5
692,P5_C2_G120_Recorte_Recorte_A_1.4.tiff,5
251,P5_C1_G40_Recorte_Recorte_A_1.4.tiff,5
1008,P5_C2_G180_Recorte_Recorte_A_1.1.tiff,5
650,P5_C1_G120_Recorte_Recorte_B_2.4.tiff,5
354,P5_C2_G80_Recorte_Recorte_B_2.4.tiff,5
674,P5_C2_G120_Recorte_Recorte_C_3.1.tiff,5
1013,P5_C2_G180_Recorte_Recorte_A_1.2.tiff,5
1000,P5_C1_G180_Recorte_Recorte_A_1.4.tiff,5
467,P5_C2_G80_Recorte_Recorte_C_3.3.tiff,5
983,P5_C2_G180_Recorte_Recorte_C_3.1.tiff,5
42,P5_C2_G40_Recorte_Recorte_C_3.5.tiff,5
675,P5_C1_G120_Recorte_Recorte_B_2.2.tiff,5
166,P5_C2_G40_Recorte_Recorte_B_2.5.tiff,5
312,P5_C1_G80_Recorte_Recorte_C_3.6.tiff,5
994,P5_C2_G180_Recorte_Recorte_B_2.5.tiff,5
736,P5_C2_G120_Recorte_Recorte_B_2.4.tiff,5
366,P5_C1_G80_Recorte_Recorte_A_1.2.tiff,5
692,P5_C2_G120_Recorte_Recorte_A_1.4.tiff,5
741,P5_C2_G120_Recorte_Recorte_B_2.3.tiff,5
906,P5_C1_G180_Recorte_Recorte_C_3.1.tiff,5
604,P5_C2_G120_Recorte_Recorte_C_3.2.tiff,5
961,P5_C1_G180_Recorte_Recorte_A_1.2.tiff,5
173,P5_C1_G40_Recorte_Recorte_B_2.3.tiff,5
454,P5_C1_G80_Recorte_Recorte_A_1.5.tiff,5
679,P5_C2_G120_Recorte_Recorte_B_2.5.tiff,5
364,P5_C2_G80_Recorte_Recorte_C_3.6.tiff,5
978,P5_C1_G180_Recorte_Recorte_A_1.3.tiff,5
217,P5_C2_G40_Recorte_Recorte_A_1.3.tiff,5
815,P5_C1_G180_Recorte_Recorte_C_3.2.tiff,5
749,P5_C1_G120_Recorte_Recorte_A_1.4.tiff,5
52,P5_C2_G40_Recorte_Recorte_B_2.2.tiff,5
617,P5_C2_G120_Recorte_Recorte_C_3.3.tiff,5
127,P5_C2_G40_Recorte_Recorte_B_2.1.tiff,5
598,P5_C2_G120_Recorte_Recorte_C_3.5.tiff,5
980,P5_C2_G180_Recorte_Recorte_B_2.3.tiff,5
677,P5_C2_G120_Recorte_Recorte_C_3.6.tiff,5
